gene_id,gene_short_name,HIO_0,HIO_1,HIO_2,HuSI_Duo_A_0,HuSI_Duo_A_1,HuSI_Dist_A_0,HuSI_Dist_A_1,HuSI_Dist_A_2,HuSI_Dist_A_3,HuSI_F_0,HuSI_F_1,HuSI_F_2,HuSI_F_3,HuSI_F_4,HuSI_F_5
LOC100188947,LOC100188947,3.01438,3.22128,7.032,0.969166,0.421877,0.733119,0.461008,0.174092,0.748294,3.37376,3.0563,6.35844,3.03777,7.85684,4.60499
TPO,TPO,0.0629861,0.0621204,0.0146034,0.532919,0.421149,0.213503,0.366653,0.475264,0.330144,0.0862283,0.123956,0.0387566,0.190257,0.0710163,0.0970912
SLC16A11,SLC16A11,0.898744,0.688875,0.852357,0.991887,0.42109,1.03178,0.463123,0.43731,0.286171,0.422513,0.277227,0.11306,0.400923,0.136546,0.0495299
RPS2P32,RPS2P32,0.258497,0.564999,0.332064,0.90321,0.420794,0.795427,0.919679,0,0.373227,2.2617,1.52444,2.45653,2.13027,1.7801,1.63834
RXFP1,RXFP1,0.0567704,0.0496392,0.0388978,0.449275,0.420771,0.32775,0.368044,0.455025,0.0868618,0.247287,0.222794,0.254896,0.28822,0.0999591,0.215896
AOC2,AOC2,0.940056,1.04826,1.03137,0.266652,0.420644,0.913075,0.154541,0.291877,0.447923,0.480061,0.478043,0.569881,0.270772,0.656757,0.488218
KY,KY,0.0209729,0.0316187,0.408829,0.332232,0.420452,0.124467,0.309707,0.100281,0.359329,0.233995,0.217419,1.11289,0.125616,2.00618,0.288201
HUS1B,HUS1B,0.341561,0.0353821,0,0,0.420285,0,0.153147,0,0.186385,0.148091,0.234244,0.219721,0.0899021,0.106145,0.288769
PRRT3,PRRT3,0.578685,0.798563,0.526806,0.40073,0.419696,0.531694,0.377465,0.583306,0.427711,0.729434,1.72944,1.43236,2.0946,1.12393,1.43321
RND2,RND2,0.654501,0.712128,0.586814,0.371494,0.41965,0.0885283,0.58689,0.210029,0.308217,0.295803,2.45702,0.96983,2.71213,0.935189,1.13744
ASB14,ASB14,0.952312,0.610235,1.10975,0.163906,0.419639,1.24135,0.554558,0.83787,0.534693,0.733725,2.00945,1.9482,1.80408,2.00252,2.10276
CNR1,CNR1,0.532018,0.341661,0.177954,0.757322,0.419376,0.598796,2.51927,0.907251,1.13039,0.348091,10.7523,3.91357,10.2513,2.95203,3.76341
BCO2,BCO2,0.539487,0.520337,0.695171,0.828536,0.419211,1.46379,1.03922,1.338,0.956761,1.64704,2.21312,2.14836,1.3807,2.29614,3.62132
BRWD1-IT2,BRWD1-IT2,0.345602,0.281471,0.413569,0.548248,0.41918,0,0.610797,0.172993,0.743712,0.878769,0.467353,0.25572,0.657685,0.211776,0.4161
DSCAML1,DSCAML1,0.159873,0.147191,0.35112,0.493823,0.418846,0.523485,0.290472,0.185168,0.43133,1.7965,2.43443,0.535968,3.57145,0.564623,1.14045
LOC100287042,LOC100287042,0.304381,0.375492,0.412897,0.252533,0.418322,0.380146,0.35862,0.348332,0.381856,0.836811,1.4341,1.59961,1.55638,1.28692,1.54499
UBE2QL1,UBE2QL1,0.0318918,0.0293506,0.207001,0.386866,0.417941,0.438001,0.65685,0.488507,0.564422,0.27303,0.452484,0.16794,0.362317,0.154885,0.267534
TSSK2,TSSK2,0.68186,0.683318,0.295919,0.243183,0.417603,0.433901,0.535865,0.34697,0.473088,0.861144,1.1478,0.785046,1.1013,0.853311,0.982618
CALCB,CALCB,0.11045,0.0701123,0,0.223858,0.417578,0.212071,1.06486,0,1.85247,0.0360096,2.86382,0.946378,4.1999,0.923167,0.829187
LOC440356,LOC440356,0.403221,0.666655,0.470171,0,0.416956,0,0,0,0,0.137627,0,0,0.282645,0.300341,0.060522
RYR2,RYR2,0.108074,0.107603,0.22556,0.124063,0.416939,0.138511,0.397494,0.28049,0.441725,0.28777,1.95404,1.33053,1.22931,0.861382,1.1625
GPR135,GPR135,0.535455,0.304938,0.189762,1.05882,0.416542,0.183657,0.305435,0.432618,0.283147,1.57925,1.30001,1.15601,1.52581,1.25653,1.22523
SLX1A-SULT1A3,SLX1A-SULT1A3,0,0,0,0,0.416441,0,0,0,0,0.000000617,0,0,0,0,0
CYP1A1,CYP1A1,4.48598,4.48529,9.05635,0.641465,0.416374,57.3837,21.7234,0,0.126697,0.0204021,0.0400995,0.11284,0,0.218048,0.0329556
MDGA1,MDGA1,0.301717,0.256431,0.403201,0.276421,0.41637,1.14649,0.725423,0.347819,0.977718,0.336163,1.27886,0.585577,1.02928,0.577492,0.698253
NOTUM,NOTUM,2.34167,2.15992,3.45288,1.41113,0.415807,1.11754,0.183173,0.138376,0.454195,0.745285,0.210681,1.73665,0.159267,3.30883,2.0594
SYT5,SYT5,0.532398,0.751053,1.21914,0.649268,0.415223,0.457458,0.913423,0.862514,0.940898,0.495535,7.59765,1.59856,6.73849,2.66696,1.62861
SEZ6,SEZ6,0.00724454,0.0217551,0.0341159,0.529144,0.414956,0.145409,0.183256,0.138444,0.227696,0.476252,2.74079,0.932768,2.55246,1.40722,0.924762
PCDHB12,PCDHB12,0.255352,0.235207,0.212673,0.115236,0.41471,0.111665,0.877073,0.302498,0.379955,0.398006,0.950913,0.611573,0.916244,0.265901,0.51111
PP2D1,PP2D1,2.70508,2.57079,3.75396,0.699475,0.41469,0.187135,0.881561,0.299665,0.563525,0.505735,2.14842,2.12233,1.96413,2.05676,1.97444
OR52N4,OR52N4,0.167745,0.0348036,0.12273,0.259771,0.414411,0,0,0.513152,0.183901,0.00833657,0,0,0.11829,0,0
FAM86EP,FAM86EP,0.945289,1.05678,1.41207,0.636259,0.414055,0.593829,0.228441,0.43146,0.900984,1.36973,1.09365,1.35276,1.64513,1.04153,1.73671
CNTN3,CNTN3,1.83238,1.88671,2.26039,0.736525,0.414016,0.155453,0.304883,1.41084,0.380691,0.876627,5.70984,0.855524,4.19031,0.601711,0.810211
SLCO5A1,SLCO5A1,0.0195397,0.0180583,0.086834,0.1841,0.413924,0.0587265,0.26643,0.578547,0,0.0557372,0.102116,0.204904,0.161333,0.0688316,0.131649
TEX11,TEX11,0.196087,0.108595,0.29011,0.204664,0.413921,0.255424,0.521746,0.0492684,0.216375,0.0334614,0.28897,0.287481,0.30247,0.34224,0.34184
LINC00239,LINC00239,2.72602,2.64835,3.65778,0.833471,0.413805,0.751332,1.19118,1.68627,0.352614,0.759074,1.00936,1.09771,1.06672,0.298292,0.781448
FAXC,FAXC,0.138247,0.118287,0.0392165,0.22687,0.413498,0.107491,0.355629,0.374245,0.222594,0.117358,1.5967,0.473357,1.175,0.416188,0.464509
FAM212A,FAM212A,3.79231,3.43319,0.896787,0.759832,0.412845,1.13235,2.25631,1.02248,0.732941,1.7034,2.67181,2.05246,3.44758,1.8265,2.23999
GRHL3,GRHL3,0.8453,1.29309,0.177457,0.799184,0.412544,0.492133,0.0981764,0.222514,0.244027,0.209444,0.555859,0.289694,0.110122,0.391846,0.105806
C22orf26,C22orf26,0.0177349,0.0355233,0,0.595057,0.41235,0,0.151191,0.428293,0.186905,0.0109323,0.106289,0.0923137,0.135978,0.066894,0.145588
LCNL1,LCNL1,0.0962005,0.053285,4.3635,0.149061,0.41235,0.132612,0.302381,0.342634,0.0934527,0.0308129,0.0236197,0,0.0151086,0,0.0161765
OR8G5,OR8G5,0.0396495,0.0346372,0,0,0.412326,0,0,0,0,0,0.322076,0,0,0,0
SLITRK3,SLITRK3,0.0224314,0.0144272,0.0339171,0.12745,0.412261,0.167306,1.18351,0.481462,0.454256,0.109141,0.921535,0.592774,0.706137,0.581791,0.788916
LGALS8-AS1,LGALS8-AS1,0.137925,0.0234535,0.192979,0.180556,0.411824,0.160538,0,0,0,0.143011,0.0779432,0.170592,0.0997282,0.123617,0.128115
C1orf101,C1orf101,0.441065,0.480147,0.296271,0,0.411253,0.11366,0.129525,0.390795,0.161183,0.300156,0.266785,0.276158,0.322281,0.261968,0.269881
LOC100216546,LOC100216546,1.36505,1.19204,1.63041,1.35906,0.411,1.26543,0.974777,1.11964,0.857397,3.57766,3.84114,4.21821,5.05064,3.11122,4.7252
EIF5AL1,EIF5AL1,0.27882,0.271331,0.469024,0.172891,0.410928,0.508078,0.336002,0.038077,0.0418861,0.340572,1.31676,1.17868,1.54871,1.19095,0.916359
FOXJ1,FOXJ1,0.448706,0.452155,0.195811,0.095446,0.410808,0.418076,0,0.0570166,0.250056,0.522946,0.277011,0.668151,1.50868,1.52423,0.455321
IL12A,IL12A,0.447964,0.304157,0.49503,0.272473,0.410792,0.265065,0.300616,0.794764,0.739648,1.41269,1.32183,1.41006,1.39263,0.951312,1.59756
SEC1P,SEC1P,0.527405,0.450491,0.654945,0.0880188,0.40927,0.161608,0.150382,0.28402,0.186849,0.16843,0.567756,0.702677,0.726343,0.589584,0.604862
IL26,IL26,0,0,0.080849,0,0.409238,0,0.447368,0,0.1817,0.0608869,0.022842,0.0357096,0.0292223,0.0258766,0
MEFV,MEFV,0.43807,0.439322,0.636497,0.737343,0.409009,0.666566,1.20073,0.829413,0.600338,1.59663,1.33169,1.51345,1.41692,1.39594,1.52653
KCNA2,KCNA2,0.0173029,0.0165166,0.038829,0.42775,0.40896,0.372761,0.508454,0.0680548,0.372369,0.0785811,0.974184,0.272227,0.939724,0.143278,0.372053
SUGT1P3,SUGT1P3,1.61897,1.02928,1.73734,0.469448,0.408219,1.42613,0.743876,0.842601,0.685597,1.22395,1.86638,1.58739,1.30629,1.29343,1.50856
ADRA1B,ADRA1B,0.160587,0.169675,0.598333,0.381287,0.408146,0.563566,0.659322,1.0188,0.297312,0.217888,0.17867,0.0294022,0.204516,0.10653,0.0901645
C1orf168,C1orf168,0.464854,0.480705,0.324378,0.334276,0.408001,1.60884,0.900446,0.680273,0.607544,2.25336,0.663305,2.24059,0.878888,2.22744,1.71166
OSM,OSM,0.0359276,0.0527356,0,0.390911,0.407989,0.589948,0,0.169517,0.739879,0.125815,0.175323,0.219271,0.179436,0.052964,0.176108
PCDHGA2,PCDHGA2,0,0,0.0137823,0.239576,0.407882,0.378265,0.449656,0.396323,0.558714,0.465305,1.22132,0.786175,1.34428,0.611205,0.71055
ELOVL4,ELOVL4,2.07587,1.7659,0.811204,0.688483,0.407745,0.658689,1.19931,0.922227,1.01264,0.861402,3.03811,1.38266,2.66025,1.29256,1.53511
TAL2,TAL2,0,0.0653134,0.307091,0,0.407636,0.715139,0,0,0.347769,0.356313,0.562825,0,0.941585,0.245229,0.474416
CXCR2,CXCR2,0.373575,0.259429,0.304947,0.147095,0.407066,2.26221,0.697841,0.468356,1.02791,0.0417897,0.588285,0.71107,0.712468,0.586466,0.69836
C12orf74,C12orf74,0.0553013,0.0133884,0.0412,0,0.406723,0.101851,0.372851,0.0844967,0.184408,0.0772623,0.163141,0.109304,0.148955,0.0924071,0.0957686
JPH4,JPH4,3.65919,3.30817,1.58891,1.15686,0.406562,1.1583,1.55612,0.440878,1.04537,0.213492,6.80497,1.96849,6.57062,1.65162,1.81544
HEATR4,HEATR4,0.0425691,0.0798196,0.0938248,0.676771,0.406479,0.225896,0.224273,0.254153,0.0931204,0.24898,0.334159,0.486381,0.390639,0.469934,0.449827
TMEM158,TMEM158,13.3419,7.7065,10.5821,1.89869,0.406471,0.947362,0.670718,0.675561,0.552889,0.887329,1.88663,1.05597,1.326,0.897127,0.781642
ESPNL,ESPNL,0.139421,0.181191,0.0912779,0.431328,0.406372,0.803085,0.380811,0.154127,0.50928,0.552156,0.740604,0.794312,0.187291,0.517054,0.719543
TCTEX1D1,TCTEX1D1,0.171946,0.0703546,0,0.082599,0.406123,0.346593,0.536785,0.473096,0.961555,0.277831,0.645708,0.292596,0.442965,0.318039,0.307636
FAM181B,FAM181B,0.0500608,0.0874682,0.0411259,0.163289,0.405968,0.426902,1.86081,1.09644,0.552218,7.49984,1.2795,2.81859,0.66964,2.95168,2.42176
HCG9,HCG9,0.180611,0.0650204,0.152857,0,0.40562,0.713148,0.584092,0.330747,0.692368,0.166791,0.775815,0.875952,0.827098,0.878882,0.59037
ASTN1,ASTN1,0.0627772,0.0366896,0.00925554,0.255299,0.405395,0.184642,0.528185,0.150668,0.494039,0.0759614,3.28527,1.03033,3.73439,0.96748,0.880673
P4HA3,P4HA3,0.0936056,0.0982579,0.247494,0.261381,0.40512,0.160616,0.356977,0.134838,0.516502,0.236831,0.317405,0.554588,0.537437,0.158635,0.26853
LOC650293,LOC650293,0.708723,0.518999,0.457543,0,0.40462,0,0.291343,0,0.345396,0.851851,0.946104,1.07569,1.10034,0.925641,0.64796
RNF103-CHMP3,RNF103-CHMP3,0.343877,0.297695,0.92773,0,0.404537,0,0.275454,0.3251,0,0.121799,0.26202,0.459096,0.517727,0.201135,0.12312
JAKMIP2,JAKMIP2,0.334667,0.296446,0.443137,0.162921,0.404457,0.327804,0.32361,0.125236,0.46927,0.254292,1.88012,0.875777,1.97304,0.670083,0.792214
MYOZ3,MYOZ3,0.801362,0.847043,0.466714,0.0554769,0.404351,1.20692,0.966787,0.168552,0.416885,0.466614,0.997918,1.12862,1.47191,0.871063,1.03723
SLC8A2,SLC8A2,0.220986,0.2658,0.423523,0.0519684,0.404315,0,0.248128,0.281194,0.185917,0.0349714,1.36385,0.239636,1.10621,0.222627,0.139974
BCDIN3D-AS1,BCDIN3D-AS1,0.34353,0.454105,0.542654,0.643277,0.404204,0.115229,0.59152,0.577465,0.369874,0.526657,1.02435,1.31587,1.35349,1.06935,1.10956
LOC643669,LOC643669,0.575648,0.611771,0.639207,0.218964,0.404192,1.33693,1.03115,0.166886,0.538654,0.631565,0.609517,0.564669,0.577607,0.40918,0.494745
TBC1D26,TBC1D26,0.067706,0.174096,0.286498,0,0.403967,0.293667,0.148136,0.0839281,0.183184,0.081997,0.046304,0.0904858,0.118476,0.0524555,0.0634246
ZNF578,ZNF578,0.223708,0.172917,0.297067,0.178519,0.403798,0.303695,0.278932,0.316108,0.627774,1.20909,2.15393,2.33867,2.86505,2.09914,2.3239
NPHS2,NPHS2,0,0.0173887,0.286154,0.342219,0.403483,0.217129,0,0,0,0.0148532,0,0.0723019,0,0.471534,0
C8orf34,C8orf34,0.31537,0.180885,0.294583,0.136238,0.403229,0.111228,0.214617,0.191282,0.30387,0.0147249,0.0412923,0.0672168,0.0198834,0.0088033,0.0319332
FJX1,FJX1,1.57448,1.37748,1.49567,0.802095,0.402899,0.202864,0.592204,0.223694,0.858579,0.703126,1.95675,1.37172,1.4106,0.958815,1.28695
IGLON5,IGLON5,9.43345,7.8668,1.71764,0.150808,0.402031,0.137008,0.422343,0.0478605,0.262793,0.652724,2.55007,1.7487,3.42421,1.237,1.24032
MYEOV,MYEOV,31.5842,32.5623,15.1466,0.312377,0.401547,0.0961634,0,0.26731,0.731461,0.0392222,0.0832935,0.0434052,0.201279,0.0419374,0
UGT1A7,UGT1A7,0,0,0,0,0.400929,0,0,0,0,0.0144203,0,0,0,0,0
ZNF547,ZNF547,1.47627,1.78681,2.09593,0.487423,0.400546,0.665782,0.496068,0.494401,0.552456,1.35728,1.10556,1.30004,1.23043,1.23201,1.37722
LILRA6,LILRA6,0.296503,0.466739,0.484622,0.896391,0.400443,0.586899,1.17883,0.779272,0.73489,0.212846,0.652131,0.801034,1.07265,0.662544,0.694751
IFNE,IFNE,0.903583,1.00432,0.939057,0.116027,0.400423,0.707759,0.29309,0.664175,0.360743,0.365666,0.0758592,1.16221,0,1.42656,0.477975
CSF3,CSF3,0,0,0.134011,0,0.400056,0,0.195195,0.305189,0.221381,0.00419158,0.0302743,0.047363,0,0,0
LOC100132215,LOC100132215,3.83064,3.22273,3.40328,0.694378,0.39978,0.334615,0.806388,0.664553,0.453334,1.3383,2.93356,2.02435,2.56551,1.72654,2.00912
GNMT,GNMT,0.307413,0.402654,0.0788833,0,0.398784,0.397209,0.290719,0.329363,0,0.34534,0.601772,0.662023,0.4277,0.227239,0.305286
NPTX2,NPTX2,0.151118,0.196394,2.13198,0.82316,0.398653,0.739066,1.07431,1.27274,0.971035,4.50554,3.3197,2.67899,4.13883,2.01094,2.10515
ATP2A1,ATP2A1,0.606043,0.556833,8.15206,0.362753,0.398572,0.750477,0.594033,0.21036,0.416243,1.52782,0.341496,0.87048,0.385021,0.406561,0.826913
GREB1,GREB1,1.94568,1.81527,0.835632,0.42258,0.398098,0.462964,0.5281,0.299246,0.293703,1.05611,2.80537,2.99546,3.19889,1.84619,2.93069
TMEM163,TMEM163,27.6686,24.4561,9.80421,1.39085,0.398081,0.242448,0.364976,0.165426,0.0902849,0.0921983,2.40786,0.178403,0.978148,0.129277,0.281359
DOK6,DOK6,0.26758,0.233414,0.172459,0.343714,0.397949,0.356013,0.614599,0.284941,0.471997,1.43949,3.00701,1.98099,2.35642,1.38774,2.07005
SPTSSB,SPTSSB,3.72493,3.53017,0.437647,0.563129,0.397844,0.245256,0.116866,0.529713,0.0724826,0.465288,0.697015,0.114702,0.55145,0.0935068,0.427116
P2RX5-TAX1BP3,P2RX5-TAX1BP3,0.701523,0.658058,0.714238,0.300269,0.397664,0.590274,0.400531,0.354441,0.436181,0.829137,1.20052,1.27843,1.53115,1.23859,1.17091
MAFG-AS1,MAFG-AS1,3.85385,3.54836,2.55898,0.805792,0.397598,0.60241,0.947794,0.330453,0.541066,0.908205,0.991643,1.15825,0.991574,1.14921,1.28023
GOLGA8I,GOLGA8I,0.474387,0.513042,0.804074,0.434823,0.396636,0.0803339,0.218196,0.247244,0.179928,0.736103,1.92175,2.0266,1.76026,1.55872,1.86909
MRPL23-AS1,MRPL23-AS1,0.729884,0.733197,0.781666,0.631029,0.39544,0.112363,0.580111,0.246503,0.358793,8.89949,5.85036,4.34261,6.19357,3.46792,3.99122
ZNF483,ZNF483,0.96871,1.07673,0.91809,0.105549,0.395233,0.631431,0.758081,0.250467,0.51566,0.89305,3.18492,3.03022,3.3172,2.51979,2.6928
LINC00853,LINC00853,0.122089,0,0.0745877,0,0.394879,0.312794,0.284494,0,0.67543,1.33823,0.546871,1.05224,0.538173,0.476557,0.921936
CCDC85A,CCDC85A,0.286091,0.329804,0.0991712,0.772286,0.394764,0.281429,0.290538,0.731668,0.402535,1.28817,1.37273,0.558447,1.05762,0.612789,0.698991
SERPINB2,SERPINB2,1.866,1.54801,1.65964,0.0934584,0.394487,0,0.0723392,0,0.178972,0.0350916,0.0565555,0.0353657,0.0434114,0.051255,0
ROPN1L,ROPN1L,0.0885474,0.0386028,0.0453761,0.490735,0.393991,0.225751,0.336396,0,0.816727,0.0522618,0.102534,0,0.0327923,0.0290375,0.0603601
FPR2,FPR2,0,0,0,0.627574,0.393302,1.42,1.37037,0.817264,0.624566,0.0302665,0.0338319,0.0705238,0.100997,0.114986,0.0308937
LRRC37A3,LRRC37A3,0.824125,0.992488,0.704964,0.327173,0.39323,0.702763,0.51246,0.580755,0.695959,1.11977,0.833502,0.894461,1.17024,0.500123,0.628894
TAS2R20,TAS2R20,1.47029,1.50867,1.97262,0.381825,0.393069,0.397255,0.648736,0.245034,0.267528,1.24686,1.36387,1.25112,1.28339,1.59614,1.60569
PDZD9,PDZD9,0.129737,0.308668,0.362824,0,0.393046,0.172728,0,0,0,0.166065,1.04274,1.04223,1.15905,0.852065,0.936584
ZFP37,ZFP37,1.09942,1.37646,1.12322,0.523484,0.392449,0.530437,0.52883,0.54479,0.717096,1.00886,2.64086,1.7153,2.55567,1.10581,2.01076
LAMC3,LAMC3,0.709712,0.762212,0.39884,1.04014,0.392145,0.26466,0.0825405,0.116926,0.0257906,0.176503,1.71474,0.649713,1.90484,0.33735,0.349623
TMEM200C,TMEM200C,1.17778,0.709467,1.38991,0,0.39166,0,0.2873,0.0813871,0.0888581,0.0797515,0.482989,0.368756,0.287395,0.369011,0.23078
ACRC,ACRC,1.01973,1.18903,1.24885,0.669953,0.391343,0.882552,0.822305,1.1648,0.767653,0.517293,0.602977,0.385314,0.572343,0.293846,0.532854
AQP12A,AQP12A,0.0401464,0.0988326,0.116173,0,0.391171,0.543672,0,0.323152,0.173995,0.139698,0.0875334,0,0.559918,0.0495811,0.0299746
CCDC129,CCDC129,0.0284872,0.0323131,0.0841147,0.578314,0.391099,0.126932,0.467705,0.362446,0.8699,0.100963,0.0809614,0.0948534,0.155489,0.177351,0.145439
RUFY4,RUFY4,0.0106647,0,0.0399737,1.1866,0.391044,0.752212,1.20938,0.871748,0.712498,0.096333,0.0452413,0.200396,0.067525,0.158713,0.165252
FZD9,FZD9,0.629415,0.393168,2.98007,0.587049,0.391011,0.253303,0.57434,0.780991,0.641321,0.256333,0.171322,0.267833,0.184569,0.122578,0.0864562
CDRT1,CDRT1,0.199416,0.226537,0.292911,0.813117,0.390734,0.598382,0.430796,0.271209,0.119001,0.166797,0.0904132,0.223798,0.0771118,0.102425,0.0722416
C12orf68,C12orf68,0.934879,0.772056,0.477639,0.21267,0.390638,0.389176,0.918073,0.520167,0.783101,0.163734,4.10788,1.05625,3.79166,0.949093,1.08586
DPCR1,DPCR1,2.32798,3.10257,0.067039,0.054954,0.390276,0.0783402,0.023953,0,0.0299175,0.0167243,0.0303608,0.023732,0.0291309,0.0214964,0.0259915
TMSB15A,TMSB15A,23.5477,24.4165,8.55848,0,0.390182,0.342525,0,0,0,4.80659,15.1473,7.28622,12.5107,4.00704,7.40995
TMEM232,TMEM232,0.170734,0.20371,0.136829,0.140937,0.389476,0.193294,0.204599,0.324598,0.203745,0.368652,0.490448,0.29257,0.602675,0.592157,0.433127
SOX30,SOX30,0,0,0.0333917,0.481697,0.389342,0.264964,0.159736,0.216197,0.41409,0.592678,0.409486,0.2659,0.547673,0.815994,0.442048
EDARADD,EDARADD,0.360963,0.406336,0.265347,0.572372,0.389339,0.185592,0.381568,0.378343,0.355745,0.256028,0.323006,0.352125,0.459022,0.512414,0.324356
LOC595101,LOC595101,0.441774,0.509356,0.498945,0.870238,0.388926,0.948031,0.83319,1.18026,1.63343,1.45077,0.560151,0.529837,0.451648,0.479925,0.638311
KTN1-AS1,KTN1-AS1,0.159098,0.398919,0.755467,0.242669,0.388405,0.598724,0.284363,0.107401,0.466937,0.212714,0.36829,0.299395,0.508855,0.350463,0.504463
MSX1,MSX1,0.219219,0.150537,0.806102,1.01623,0.387723,0.345389,0.497751,0.161148,0.791844,2.8404,0.85641,2.50383,0.483783,2.19237,1.99573
TNFRSF8,TNFRSF8,0.0130437,0.0403141,0.252616,0.185996,0.387498,0.170724,0.737931,0.321499,0.35314,0.0602454,0.0803519,0.028046,0.176465,0.101162,0.073453
KLHL35,KLHL35,0.435679,0.25075,0.392993,0,0.387494,0,0.142131,0.402633,0,0.387606,0.2112,0.399687,0.540387,0.402961,0.411096
SRMS,SRMS,0.0260147,0.132568,0.207769,0.183665,0.387182,0.481374,0.0944914,0.535325,0,0.241805,0.220301,0.114801,0.84551,0.116465,0.14082
FCAR,FCAR,1.75163,1.55459,1.8556,0.737078,0.387018,0.127602,0.463941,0.296213,0.388763,1.03668,2.28316,2.60304,2.99645,2.41339,2.27986
RPRML,RPRML,0,0.0326106,0,0,0.387015,0,0,0.15988,0.172219,0.0822101,0.173298,0.101596,0.055426,0.269941,0.118687
IL17REL,IL17REL,0.12386,0.0844787,0.278042,1.44334,0.386933,0.646676,1.70818,0.322627,0.354762,0.419437,0.0281022,0.149372,0.0719035,0.0891395,0.338736
KCNJ15,KCNJ15,0.104316,0.101846,0.0920719,0.590777,0.386881,0.431616,0.229602,0.0537009,0.294604,0.0326926,0.029836,0.116874,0.0763559,0.346542,0.1225
TRABD2B,TRABD2B,2.36102,2.40787,2.29122,0.453229,0.386653,0.424994,0.872548,0.565054,0.868479,1.1364,0.610441,0.914559,1.05935,0.874028,0.843889
ATOH7,ATOH7,0.16893,0.26453,0.362766,0.188321,0.386269,0.876468,0.0942705,0.534074,0,0.690649,0.424945,0.664331,0.299941,0.448199,0.240855
TMEM121,TMEM121,0.922667,0.617237,0.751445,0.526531,0.386269,0.67673,0.377082,0.320444,0.348328,1.19898,1.42137,1.09958,1.29349,1.4608,1.00356
LRCH2,LRCH2,2.53431,2.60761,2.4324,0.47471,0.385355,0.495991,1.7284,0.701635,1.07451,0.749999,3.03954,1.9415,2.04232,1.10145,1.63954
APLN,APLN,0.156937,0.143965,0.259477,1.12942,0.385291,0.460749,0.24289,0.183498,0.403162,0.889455,1.00243,1.59708,1.39679,1.90956,1.5305
UCP3,UCP3,0.491788,0.70335,0.718709,0.836041,0.385043,0.92086,1.04623,0.698336,0.928146,0.579832,0.827359,1.05417,0.78946,0.430224,0.692797
EFCAB1,EFCAB1,0.337221,0.408152,0.220695,0.169684,0.385012,0.290564,1.22738,0.646512,0.441549,0.269788,0.544095,0.285301,0.357951,0.295056,0.387133
FAM110D,FAM110D,0.257666,0.417253,0.103255,4.8112,0.384758,1.50365,1.22076,1.2768,0.578335,0.409132,0.364946,0.387962,0.504235,0.165372,0.67984
ALOX15P1,ALOX15P1,0,0.0619622,0.0728336,1.18838,0.38469,0.726543,0,1.57041,0,0.372807,0.369735,0.449571,0.367897,0.372315,0.675256
ADAM22,ADAM22,0.320138,0.263423,0.456912,0.677308,0.384393,0.877678,1.00916,0.848239,0.651107,3.50117,4.03732,2.3063,3.90372,2.10015,3.57661
LOC100133612,LOC100133612,1.25426,1.35979,1.20852,1.07583,0.384314,0.882081,0.704858,0.559089,0.261673,0.868824,0.496209,0.551637,0.493742,0.724523,0.392703
PRH1,PRH1,0.0962249,0.433983,0.341284,0,0.38379,0,0.456605,0,0.362543,0.296885,0.116453,0.18898,0,0.109825,0
GPR158,GPR158,0.0291013,0.0269281,0.00527545,0.295445,0.383222,0.412195,0.244713,0.405326,0.470713,0.112223,0.298668,0.144744,0.252181,0.324812,0.0736377
UGT1A9,UGT1A9,0,0,0,0,0.382748,0,0.287712,0,0,0.00665276,0,0.0270828,0,0,0
FLRT1,FLRT1,0.57879,0.333379,0.369478,0.584224,0.382338,0.659498,1.32569,0.455243,0.700188,0.689995,3.17468,0.822228,2.72384,0.882958,0.989479
FIGN,FIGN,0.959869,0.930225,0.393322,0.500509,0.382176,0.384867,1.06921,0.542071,0.42137,0.567546,1.45611,0.563873,2.40402,0.211869,0.731923
LOC653712,LOC653712,0.51009,0.740874,0.340772,0.394598,0.382054,0.549905,0.557329,0.63142,0.170096,0.410149,0.684734,0.568686,0.547498,0.654498,0.586193
IGLL3P,IGLL3P,1.30915,1.53918,0.723694,0.40854,0.382002,0,0,0,0,0.109827,0.89806,0.893434,0.470009,0.739904,0.838713
C3orf65,C3orf65,0.0162293,0.0164697,0,0.0907051,0.38163,0.0871124,0.209989,0.158631,0.259882,0.263256,0.164276,0.359546,0.196152,0.310167,0.330024
LOC646903,LOC646903,0.885777,0.955243,0.774374,0.505515,0.38163,0.103016,0.349982,0.872469,0.346509,1.42386,1.41277,1.40394,1.49916,0.992535,1.63512
STX1B,STX1B,0.636803,0.694552,0.753612,0.545825,0.381376,0.210039,1.17929,0.604579,0.700825,0.373979,2.06187,1.09067,2.11479,0.805446,0.937354
ZNF442,ZNF442,0.0767866,0.210119,0.350978,0.458213,0.381341,0.333153,0.42048,0.635318,0.464711,0.933302,0.875401,0.62102,0.884644,0.691689,0.806101
RBM11,RBM11,0.369613,0.378159,0.154611,0.459549,0.380965,0.473096,0.8385,0.158356,0.259438,0.527201,1.02771,0.376027,0.755298,0.198169,0.419316
LOH12CR2,LOH12CR2,0.754734,0.673635,0.868454,0.953624,0.380589,0.348854,0.55737,0.842053,0.686678,1.14363,0.953359,0.767791,1.1827,1.14547,1.108
NETO2,NETO2,6.56359,5.86757,2.82138,1.27931,0.380533,0.896258,1.40191,2.94055,1.26653,0.689579,1.76363,1.18576,1.52479,1.10859,1.03612
